token	number	frequency
cutters	plural	6033
psalm	singular	22426
casket	singular	9811
examiners	plural	2680
academies	plural	3630
urn	singular	7992
breeches	plural	18912
feud	singular	9560
geologists	plural	4880
bets	plural	3575
bonnet	singular	33028
receptacle	singular	8334
phantom	singular	18634
chimneys	plural	13036
phosphates	plural	2591
mites	plural	2207
stewards	plural	4675
cramps	plural	1928
eccentricity	singular	5082
chasm	singular	12554
fissures	plural	5392
tyrants	plural	12668
snap	singular	23553
lizard	singular	9895
slander	singular	9759
mansions	plural	10153
envoys	plural	9169
parrot	singular	14781
importer	singular	1159
steamers	plural	19989
atmospheres	plural	1804
pearl	singular	37430
hobbies	plural	1589
pennies	plural	6358
synagogues	plural	2717
biologist	singular	1237
swarm	singular	16129
beacon	singular	12209
drip	singular	5271
pineapple	singular	3363
bends	plural	10321
troopers	plural	11918
barges	plural	7191
pastime	singular	11187
vestiges	plural	4870
canine	singular	4615
apparition	singular	16456
dissension	singular	5000
baker	singular	36624
mover	singular	3168
warden	singular	16612
dignitaries	plural	5780
diver	singular	4791
dogmas	plural	8301
spins	plural	2274
shopkeepers	plural	4530
bastards	plural	1750
foxes	plural	12218
perpetrator	singular	1682
cartridges	plural	11747
salads	plural	2872
vapors	plural	4578
flannel	singular	14381
cavern	singular	22478
lapses	plural	2881
imitations	plural	7503
slits	plural	3702
aggressor	singular	2669
solemnity	singular	20033
inroads	plural	4479
raiders	plural	4610
transformers	plural	1188
swamp	singular	27091
willow	singular	24455
pears	plural	10364
accumulations	plural	3654
personification	singular	5042
testimonies	plural	5291
bouts	plural	1668
yarns	plural	5422
broom	singular	15246
commas	plural	1307
ladders	plural	8282
spoons	plural	9214
dissenters	plural	6630
squire	singular	72819
liners	plural	2053
keel	singular	13253
porters	plural	9596
myriad	singular	8051
turret	singular	9005
villains	plural	9177
apprehensions	plural	15012
suicides	plural	2197
nominations	plural	1884
babe	singular	21909
gasp	singular	15309
collars	plural	8677
seeker	singular	4678
imperfection	singular	6256
blush	singular	31642
correspondences	plural	1370
waiters	plural	8415
tackle	singular	16496
gutter	singular	8728
sill	singular	13827
spade	singular	13449
predilection	singular	4234
molars	plural	2210
calamities	plural	12004
flicker	singular	7893
revolts	plural	3636
sewers	plural	3213
sponge	singular	16572
miseries	plural	14643
benefactor	singular	12904
moons	plural	7785
feeders	plural	2185
stimulant	singular	5800
jails	plural	2538
claw	singular	9975
cranes	plural	4702
breeder	singular	2381
artifice	singular	8216
gills	plural	9284
drifts	plural	8967
limestones	plural	2258
legion	singular	17793
swallow	singular	36456
lecturers	plural	2307
enigma	singular	5658
obstructions	plural	5514
transgressions	plural	4424
bandages	plural	7592
reprisals	plural	3510
villas	plural	8504
islanders	plural	9435
ripples	plural	6271
whiskers	plural	15642
mutilation	singular	3692
tubercle	singular	1995
epochs	plural	6492
stretcher	singular	7049
importers	plural	1094
emblems	plural	8982
pun	singular	5339
literatures	plural	1934
intricacies	plural	3400
muzzle	singular	16110
spasms	plural	3522
scruples	plural	15744
floats	plural	9775
clump	singular	14567
essences	plural	3458
beginners	plural	3797
ferment	singular	7770
entertainments	plural	11967
fresco	singular	7786
cherries	plural	10117
absences	plural	2167
tenet	singular	2417
masts	plural	16856
gambler	singular	9576
rafters	plural	7429
chestnut	singular	23557
wedges	plural	3066
enactments	plural	4232
shales	plural	2053
watts	plural	11603
fairies	plural	22611
raisins	plural	8051
stumps	plural	9327
remittances	plural	2359
comer	singular	11529
evangelist	singular	7062
giver	singular	10255
woes	plural	13200
tentacles	plural	5744
stallion	singular	4210
drummer	singular	6326
woodlands	plural	4692
civility	singular	11917
peach	singular	16736
courier	singular	14651
puppies	plural	4307
chauffeur	singular	12114
aristocrat	singular	5573
skipper	singular	32733
abscesses	plural	1166
consort	singular	12857
intruders	plural	5719
actresses	plural	4653
subtleties	plural	3293
mortars	plural	4637
stomachs	plural	7301
iniquity	singular	17930
bribe	singular	11253
embankment	singular	8403
trophy	singular	6102
marvel	singular	24145
appendages	plural	7399
crank	singular	9678
mite	singular	8937
harmonies	plural	6594
mists	plural	16075
steppe	singular	2542
fiddle	singular	15188
sufferer	singular	15616
bungalow	singular	8722
pars	plural	3310
governess	singular	18261
bushel	singular	9373
doorways	plural	6266
massacres	plural	4858
nurseries	plural	3185
legacies	plural	2938
stoves	plural	5270
tenement	singular	9459
garrisons	plural	8065
interlude	singular	3898
clippings	plural	1641
parliaments	plural	6429
manoeuvre	singular	7220
annuities	plural	2324
berth	singular	16099
potter	singular	16513
bulletins	plural	2928
favours	plural	14960
stroll	singular	13479
flares	plural	1833
ranchers	plural	1826
bumps	plural	2557
vouchers	plural	1666
bunker	singular	11328
sprouts	plural	3134
grenades	plural	2952
noodles	plural	1141
stimulants	plural	4858
refreshment	singular	17669
cadets	plural	8852
canyons	plural	3514
chronicler	singular	7956
bargains	plural	4798
relays	plural	3000
craters	plural	4131
crows	plural	14155
pleadings	plural	3754
schoolboy	singular	9286
blasphemy	singular	9684
armament	singular	7700
sighs	plural	20015
archaeologist	singular	1401
pageant	singular	8144
crates	plural	2081
plumes	plural	12484
balconies	plural	4975
frieze	singular	5642
bracelet	singular	7528
rationalist	singular	1432
flea	singular	6327
discouragement	singular	7659
outfits	plural	2403
snail	singular	7140
bump	singular	6620
shrug	singular	11082
parlour	singular	28088
weaver	singular	9757
stray	singular	21969
musket	singular	18536
beers	plural	1553
nominees	plural	1071
muskets	plural	15692
syllogism	singular	3741
battleship	singular	4398
vistas	plural	4416
fortresses	plural	10094
meditations	plural	10181
retreats	plural	5893
victors	plural	7710
pagans	plural	7050
detachments	plural	8347
geographers	plural	2567
bridle	singular	25967
incisions	plural	1868
clutches	plural	7370
polyps	plural	1131
steamboat	singular	12515
bristles	plural	6497
mourners	plural	6878
kittens	plural	6309
truss	singular	3692
parades	plural	2258
cloister	singular	14612
squads	plural	3784
pinnacle	singular	6388
compilers	plural	1343
seer	singular	8667
drying	singular	19497
classmate	singular	1545
antiquities	plural	15290
pail	singular	14280
oppressors	plural	5317
biscuit	singular	14898
takers	plural	1210
climbers	plural	2490
cucumber	singular	4536
whims	plural	6057
cuffs	plural	5956
toad	singular	12059
tramp	singular	32287
amusements	plural	18721
calendars	plural	1660
ripple	singular	10632
navigator	singular	6202
juror	singular	1490
gunners	plural	9625
silhouette	singular	3208
mane	singular	12148
washer	singular	2760
pod	singular	4799
sitter	singular	2280
stipulations	plural	3678
deacon	singular	21815
ranches	plural	3164
tint	singular	17472
encampment	singular	15319
novices	plural	3189
livres	plural	9742
clams	plural	4059
panes	plural	10203
grower	singular	3861
serpents	plural	15371
cyclone	singular	3928
dramatists	plural	5064
virgins	plural	9516
studs	plural	3226
financiers	plural	2830
attainments	plural	8260
doves	plural	9937
eaters	plural	5933
steaks	plural	3814
crocodile	singular	9634
dispatches	plural	6809
bracelets	plural	7838
epistle	singular	27132
juvenile	singular	10847
blunder	singular	13287
crate	singular	2088
chisel	singular	8728
geologist	singular	5210
perplexity	singular	19831
creeks	plural	10862
wink	singular	15569
errands	plural	7058
bunches	plural	9634
battleships	plural	3936
slumber	singular	25998
depositions	plural	2809
anarchists	plural	3484
intents	plural	4368
ejaculation	singular	4287
harbors	plural	7480
accomplice	singular	8224
splint	singular	1800
saucer	singular	7662
freak	singular	6263
persecutions	plural	9208
buffet	singular	4561
sponges	plural	3642
parson	singular	39732
volt	singular	1714
voucher	singular	1250
crook	singular	11612
churchyard	singular	21855
originator	singular	3358
slap	singular	9566
nephews	plural	5922
fates	plural	9962
crutches	plural	5335
resemblances	plural	4957
biographers	plural	4254
bellows	plural	8717
atheist	singular	6208
chuckle	singular	11260
hammers	plural	6961
realists	plural	1203
chieftain	singular	11688
chills	plural	4110
aeroplane	singular	12579
vial	singular	3281
breezes	plural	12095
southerners	plural	3555
smoker	singular	3330
progenitor	singular	2808
suitor	singular	9405
franchises	plural	2145
guineas	plural	20009
soups	plural	3910
drapery	singular	10067
lowland	singular	4223
regent	singular	29039
chants	plural	3779
carbonates	plural	1122
fevers	plural	7337
pawn	singular	7182
protectors	plural	4300
crush	singular	26345
scratches	plural	4866
summits	plural	13872
scourge	singular	11872
cipher	singular	7723
trickle	singular	3763
incursions	plural	4333
wretch	singular	35834
vigil	singular	7094
shudder	singular	24891
deputation	singular	10237
fleas	plural	4927
pangs	plural	11629
storehouse	singular	6487
turkeys	plural	7758
adventurer	singular	13786
suitors	plural	8423
tablespoon	singular	3896
commoners	plural	2295
convoys	plural	2339
souvenirs	plural	4630
concerto	singular	3947
rogue	singular	18600
eel	singular	7909
livery	singular	15105
warts	plural	2261
surveyors	plural	2922
shippers	plural	1460
clamps	plural	1695
bulwark	singular	6536
executors	plural	4719
contentions	plural	3462
tread	singular	34397
observances	plural	6750
spurt	singular	3354
couplet	singular	5420
facsimile	singular	4989
oracles	plural	8098
badges	plural	4600
bastion	singular	4014
fortification	singular	7229
propensities	plural	6049
tenements	plural	6403
squatters	plural	2282
vents	plural	2012
appellation	singular	10739
indentation	singular	1555
pear	singular	13265
cannons	plural	4169
censor	singular	5893
conjectures	plural	9974
retort	singular	12273
enchantment	singular	11207
pups	plural	2092
wrapper	singular	6052
naturalists	plural	9361
retainers	plural	7918
sunflower	singular	2565
violins	plural	4446
mussels	plural	2230
gamblers	plural	5085
gospels	plural	16497
tournaments	plural	2469
pleading	singular	21215
magnates	plural	4051
retainer	singular	2936
trophies	plural	8505
sparrow	singular	18414
furrow	singular	7261
bayonet	singular	14825
counsellors	plural	7643
hollows	plural	11225
affront	singular	8455
gunner	singular	8002
kicks	plural	5532
desserts	plural	1269
immunities	plural	3307
sod	singular	9592
matron	singular	12893
beards	plural	7701
manoeuvres	plural	6351
cellars	plural	9689
solicitors	plural	3463
strawberry	singular	10823
tremors	plural	2105
alkaloids	plural	1215
perfumes	plural	8306
strait	singular	23109
bayonets	plural	11932
autograph	singular	6445
synod	singular	11477
bookseller	singular	10632
swimmer	singular	6169
steamship	singular	6589
extortion	singular	3870
tram	singular	4443
willows	plural	13770
hoe	singular	8964
doublet	singular	6298
beech	singular	14449
brides	plural	4332
tabernacle	singular	12474
inaccuracies	plural	1701
ailment	singular	3249
carcasses	plural	3701
artisan	singular	5058
afflictions	plural	7121
oration	singular	10183
closets	plural	3822
silences	plural	3599
fad	singular	2388
riddles	plural	5112
rudiments	plural	6813
galleys	plural	11948
inducements	plural	4218
marvels	plural	9424
shroud	singular	8854
souvenir	singular	5065
potters	plural	2408
grit	singular	7517
spire	singular	11991
captors	plural	8999
moat	singular	9965
sausages	plural	4886
pantomime	singular	7808
gatherers	plural	1866
tins	plural	5786
ramparts	plural	12098
spindles	plural	2214
experimenters	plural	1392
vista	singular	9591
agitators	plural	3098
chute	singular	3503
muse	singular	20484
donkeys	plural	7298
chops	plural	6879
sentry	singular	17709
don	singular	204238
wasps	plural	5328
sheriffs	plural	6626
movers	plural	1278
incongruity	singular	3935
dormitories	plural	2016
gust	singular	9654
bazaar	singular	7998
parapet	singular	13784
diversions	plural	5271
simile	singular	9307
handicrafts	plural	1799
intimation	singular	12728
hound	singular	20983
canes	plural	7353
knack	singular	5684
flue	singular	3725
opposite	singular	218437
valet	singular	17380
symphonies	plural	2758
hurricanes	plural	2566
mistresses	plural	7798
flasks	plural	2668
glimmer	singular	11672
dungeon	singular	16811
pensioners	plural	2982
prepositions	plural	2097
miniature	singular	21758
comers	plural	10868
reminiscence	singular	7234
pavements	plural	6063
chieftains	plural	5701
swarms	plural	8784
hops	plural	6089
crevices	plural	6936
blisters	plural	2855
refreshments	plural	8682
dumps	plural	3377
pup	singular	6433
conveniences	plural	6116
vans	plural	2495
embers	plural	10885
accords	plural	3421
sonata	singular	5348
warship	singular	2804
sinks	plural	15373
orators	plural	9290
swimmers	plural	2668
cleft	singular	14455
brothel	singular	1769
sauces	plural	3226
slum	singular	2936
eulogy	singular	5964
stab	singular	9059
instalments	plural	2300
curl	singular	12255
grandchild	singular	4115
pitchers	plural	3556
finder	singular	2653
furrows	plural	7656
uplands	plural	4995
spore	singular	2699
pang	singular	18495
hallucination	singular	4629
jurist	singular	2676
shiver	singular	16547
precipice	singular	18616
evangelists	plural	5495
taverns	plural	5824
shipper	singular	1060
caterpillars	plural	7146
veils	plural	7734
reels	plural	21516
imputation	singular	7032
storey	singular	3980
idealist	singular	3399
whistles	plural	6134
gill	singular	10903
rafts	plural	5046
executioner	singular	11849
cession	singular	5960
conflagration	singular	9992
caterpillar	singular	9624
stoppage	singular	3644
appendage	singular	4705
bandit	singular	5465
barrister	singular	8010
drinker	singular	3158
requisition	singular	7120
allotments	plural	1750
speck	singular	11491
cataracts	plural	3837
waterfalls	plural	3647
grenade	singular	1773
grudge	singular	14308
censors	plural	2472
rupee	singular	1982
bog	singular	10528
proclamations	plural	5336
patriarchs	plural	5919
heath	singular	23899
catcher	singular	4424
vestige	singular	8408
callers	plural	4131
gradations	plural	4809
privation	singular	8003
boxer	singular	4413
liquors	plural	10566
fathoms	plural	18292
pancakes	plural	2535
principalities	plural	4259
mortification	singular	15399
horde	singular	8134
saddles	plural	11235
usurpation	singular	6052
affidavits	plural	1725
grate	singular	14881
snare	singular	13373
financier	singular	5331
stunt	singular	3669
requisites	plural	4096
tapestries	plural	4554
miniatures	plural	3265
litany	singular	3262
deacons	plural	4651
melon	singular	4848
watchers	plural	7065
outing	singular	4110
sheaths	plural	2137
botanist	singular	5084
brewery	singular	3096
asses	plural	9130
shipwreck	singular	9236
fireplaces	plural	2573
darts	plural	10003
bogs	plural	4240
cheques	plural	2238
muslin	singular	14980
mannerisms	plural	1533
turban	singular	9021
consents	plural	3636
snows	plural	13483
enormity	singular	4179
exhortations	plural	5223
loins	plural	8463
cadet	singular	9339
hilt	singular	10167
grocer	singular	9835
shackles	plural	3792
entertainers	plural	1636
courtier	singular	10960
infirmity	singular	8696
bystanders	plural	5846
gourd	singular	5428
antagonisms	plural	1326
lemon	singular	31332
sucker	singular	3374
duet	singular	4402
colt	singular	13159
waistcoat	singular	19939
tenses	plural	2258
caravans	plural	5044
clown	singular	13174
grandmothers	plural	3067
fetters	plural	12271
incline	singular	16021
affirmations	plural	1184
masons	plural	7346
saloons	plural	6639
householder	singular	3506
gateways	plural	2610
lifts	plural	12873
cupboards	plural	3654
archers	plural	10186
revivals	plural	1747
feuds	plural	5608
inaccuracy	singular	2350
hammock	singular	9949
coups	plural	1195
prisms	plural	2225
lagoons	plural	3392
sparrows	plural	9120
highland	singular	17530
sleeper	singular	9516
depredations	plural	7235
assassins	plural	7427
sweaters	plural	1155
mixes	plural	2203
hunts	plural	5298
shriek	singular	19864
writs	plural	3517
spectre	singular	8881
dissertations	plural	2346
combs	plural	6419
robberies	plural	4680
goblet	singular	7150
fallacies	plural	3190
enthusiast	singular	7185
arcade	singular	5361
burners	plural	3333
chattel	singular	2326
frailty	singular	4107
totem	singular	6686
mares	plural	4324
devotions	plural	7405
splinter	singular	3932
suns	plural	10131
frock	singular	21861
hoof	singular	10893
pew	singular	10447
crease	singular	1928
deserters	plural	5403
blunders	plural	7823
vials	plural	2087
cocoon	singular	2988
digression	singular	4742
encroachments	plural	5450
pike	singular	27064
coachman	singular	20830
benediction	singular	10084
wafers	plural	2454
verdicts	plural	1375
protestations	plural	7030
notches	plural	3552
tortures	plural	11347
sorcerer	singular	5318
invader	singular	5520
booksellers	plural	7711
caprice	singular	13036
mattresses	plural	3620
birthdays	plural	1855
haunts	plural	18703
coincidences	plural	3696
contrivance	singular	12619
edicts	plural	4952
divinities	plural	5654
laps	plural	2754
alter	singular	30335
cornice	singular	5825
barricades	plural	4151
gradation	singular	3733
raven	singular	20278
fangs	plural	7424
heiress	singular	15540
dune	singular	3100
napkins	plural	3384
entanglement	singular	2829
shoals	plural	9587
shopkeeper	singular	4602
oyster	singular	15134
butts	plural	5041
hopper	singular	5101
lemons	plural	6511
scoundrel	singular	20527
vignettes	plural	1284
hoofs	plural	23548
surges	plural	3398
restorations	plural	1313
inks	plural	1693
dart	singular	15756
tufts	plural	8758
vultures	plural	6331
necklaces	plural	3889
pilgrimages	plural	4279
violets	plural	14649
smugglers	plural	7607
cucumbers	plural	4686
tribulations	plural	2499
coffins	plural	5658
rancher	singular	2981
ravines	plural	9538
glide	singular	12045
peacock	singular	13559
conduits	plural	1523
kilns	plural	1754
rigour	singular	5006
affectation	singular	12889
benefactors	plural	5021
garlands	plural	9241
footprint	singular	2080
torrents	plural	14152
mason	singular	37106
assessors	plural	1458
chaplains	plural	4088
cliques	plural	1034
handkerchiefs	plural	11727
scents	plural	5217
stricture	singular	2115
coffers	plural	4395
tellers	plural	3696
torments	plural	10897
jumper	singular	2691
traverse	singular	13551
aptitudes	plural	1671
commendation	singular	8382
banquets	plural	5506
accomplices	plural	6218
climber	singular	3020
linens	plural	1272
meshes	plural	6083
breech	singular	6147
millionaires	plural	4015
forgery	singular	8588
bard	singular	13333
loyalists	plural	4632
copyrights	plural	1212
campers	plural	1822
mummy	singular	9572
escorts	plural	1707
fillet	singular	4602
idealists	plural	1727
quail	singular	8264
inconveniences	plural	6863
diner	singular	1357
aqueduct	singular	4042
generalities	plural	2418
tempers	plural	6709
clasp	singular	19826
salons	plural	3355
microscopes	plural	1179
pews	plural	4392
shovels	plural	4050
promontory	singular	10660
emerald	singular	13226
clowns	plural	2565
cocktails	plural	1335
effigy	singular	7643
railings	plural	5130
infidels	plural	9862
pallet	singular	4386
contingents	plural	1841
foundry	singular	3714
tombstone	singular	5146
smith	singular	168834
hangers	plural	2364
girders	plural	2721
outrages	plural	9334
umbrellas	plural	5130
eighth	singular	41645
payers	plural	1118
crocodiles	plural	5006
reverses	plural	6344
wasp	singular	7334
receptions	plural	4092
draperies	plural	7201
chs	plural	3861
taker	singular	2198
cubs	plural	6876
playgrounds	plural	1083
courtyards	plural	1471
aggressors	plural	1416
effusions	plural	3024
coyote	singular	7533
shears	plural	5484
sock	singular	2411
denunciations	plural	4367
minstrel	singular	10684
fillets	plural	2630
discoverer	singular	7039
compilations	plural	1081
salutation	singular	12325
crusaders	plural	8860
pursuers	plural	14106
booms	plural	2341
absurdities	plural	6985
trifles	plural	17423
convents	plural	7460
muster	singular	14452
cypress	singular	9147
forerunners	plural	2303
chroniclers	plural	4534
choirs	plural	2466
yams	plural	2857
nieces	plural	4662
surnames	plural	2077
loopholes	plural	2536
tenders	plural	2247
thoroughfare	singular	9525
hemlock	singular	6796
caverns	plural	9573
pianos	plural	2224
rolling	singular	69860
mosses	plural	6090
cultivator	singular	3189
slaveholders	plural	4336
tints	plural	16247
eels	plural	5385
roubles	plural	4267
confessor	singular	13516
tortoise	singular	10235
fraternities	plural	1141
lass	singular	16791
storeys	plural	1834
sparkle	singular	11576
holster	singular	3442
miller	singular	43996
battlefields	plural	2302
rigors	plural	1498
sentinel	singular	15342
fossil	singular	16071
wanderer	singular	14440
genealogies	plural	2248
spades	plural	5857
brothels	plural	1256
dips	plural	3488
mariners	plural	10215
diplomas	plural	1232
swallows	plural	10937
caricatures	plural	4061
antlers	plural	4965
trappers	plural	6787
moralist	singular	4688
parrots	plural	6058
boarders	plural	7832
turrets	plural	6336
grunt	singular	7770
dashes	plural	5390
spice	singular	9768
imitators	plural	3876
turnips	plural	9181
seers	plural	3166
shooter	singular	4235
shank	singular	3206
adornment	singular	5925
adder	singular	3599
thefts	plural	2740
oppressor	singular	4459
sergeants	plural	5189
emanation	singular	2927
moralists	plural	3570
taper	singular	9318
buckle	singular	8052
monarchies	plural	3375
rime	singular	3660
walker	singular	28884
culprits	plural	3208
picnics	plural	2755
rams	plural	5019
passers	plural	7840
sledge	singular	15306
dame	singular	49350
trooper	singular	8984
certainties	plural	1521
supplication	singular	7958
dugout	singular	3375
wrapping	singular	7619
councillor	singular	8496
shoemaker	singular	9743
sentries	plural	9663
geographer	singular	2491
reptile	singular	8725
incursion	singular	2145
essayist	singular	2101
villager	singular	1854
articulations	plural	1090
steppes	plural	3696
bunkers	plural	2477
innkeeper	singular	6850
indictments	plural	1708
daggers	plural	6229
promenade	singular	10255
spool	singular	2243
pints	plural	5327
projectors	plural	1895
morsel	singular	12420
crickets	plural	4043
bailiff	singular	10959
spires	plural	9463
fuses	plural	2463
girder	singular	1762
arcades	plural	3896
yam	singular	1868
crevice	singular	6868
instalment	singular	2872
surety	singular	6294
suckers	plural	3808
atheists	plural	3173
thermometers	plural	1811
indulgences	plural	6294
vestments	plural	6205
melons	plural	5518
adjuncts	plural	2369
isle	singular	40900
grandfathers	plural	3872
elector	singular	16657
herald	singular	24308
binders	plural	1450
progenitors	plural	3414
forge	singular	13771
garland	singular	11387
vocations	plural	1711
bronzes	plural	2193
grimace	singular	6076
admonitions	plural	3867
grasshoppers	plural	4595
incarnations	plural	1450
pals	plural	3815
hostage	singular	3983
employments	plural	8794
bun	singular	4512
famines	plural	1357
washers	plural	1290
eyeball	singular	1439
skates	plural	5082
bookcase	singular	4117
vat	singular	7798
curiosities	plural	10158
cowards	plural	9861
ledges	plural	6434
mentions	plural	25632
anarchist	singular	4321
ranger	singular	11159
brooch	singular	5809
vignette	singular	2152
burghers	plural	10076
pouches	plural	3071
expositions	plural	2333
robin	singular	50332
countryman	singular	13166
temperaments	plural	3135
engraver	singular	5976
princesses	plural	10720
mar	singular	42543
householders	plural	2149
bluffs	plural	6982
bale	singular	7892
equipments	plural	3164
fleece	singular	8755
splinters	plural	5709
puddle	singular	3961
medallion	singular	3354
workhouse	singular	7780
principality	singular	5897
cruelties	plural	8826
pickles	plural	5593
pea	singular	12729
resentments	plural	1469
masquerade	singular	5506
crusts	plural	2564
reflectors	plural	1067
assessor	singular	2518
alcove	singular	4764
grandsons	plural	2859
cloaks	plural	9241
mushroom	singular	7650
liars	plural	4782
falcon	singular	10061
terminations	plural	1850
bonfire	singular	5271
braids	plural	3596
anglers	plural	2108
gunboats	plural	6672
testimonial	singular	3691
cupola	singular	4564
tribulation	singular	5843
epistles	plural	14977
priestess	singular	5405
delicacies	plural	6012
visage	singular	12145
boulevard	singular	9743
stockade	singular	8471
scrapers	plural	1522
steeple	singular	10116
seaport	singular	5774
tusks	plural	6562
abomination	singular	6185
whiff	singular	4351
commonplace	singular	27418
purses	plural	5467
givers	plural	1707
chestnuts	plural	8241
baboons	plural	1723
chattels	plural	4351
piazza	singular	17680
indignity	singular	6437
creases	plural	1889
bachelors	plural	4617
spout	singular	6441
couplets	plural	3259
checker	singular	1220
doer	singular	4106
hanger	singular	2821
rub	singular	26718
bakers	plural	3912
lances	plural	10950
burglar	singular	8379
golfer	singular	1788
cascades	plural	5370
sleepers	plural	6387
coyotes	plural	3341
prick	singular	8814
coconuts	plural	1354
shrieks	plural	12636
causeway	singular	6932
ducats	plural	8761
nostril	singular	3626
gutters	plural	3071
flanges	plural	1135
jockey	singular	5490
atrocity	singular	3220
curate	singular	18876
caress	singular	10987
straws	plural	4997
levee	singular	5949
sow	singular	19386
vale	singular	22089
drone	singular	4210
paupers	plural	4881
stopping	singular	51755
wager	singular	13463
tiller	singular	6346
trump	singular	8222
infirmities	plural	8715
chlorides	plural	1204
gusts	plural	6856
squirrel	singular	18698
urns	plural	3451
anticipations	plural	7255
chalice	singular	4207
navies	plural	3355
rampart	singular	8474
sonatas	plural	2650
dweller	singular	3840
pauper	singular	7984
cautions	plural	2326
toads	plural	4347
diners	plural	1617
cracker	singular	5239
harms	plural	1587
sneer	singular	17076
magnate	singular	3054
edifices	plural	8742
crusades	plural	6724
habitations	plural	9922
crutch	singular	5270
rangers	plural	8130
pavilions	plural	2621
clefts	plural	3159
chop	singular	13807
apologists	plural	2161
intelligences	plural	2715
persuasions	plural	4153
scraper	singular	2627
blister	singular	3714
moor	singular	29642
expanses	plural	1366
vexation	singular	16241
trusses	plural	1176
wrappers	plural	2417
duchess	singular	59688
connoisseur	singular	5010
worshipers	plural	2460
entanglements	plural	3045
aphorism	singular	2091
talker	singular	4953
vane	singular	16037
snares	plural	7708
fiend	singular	15896
custard	singular	6769
grinder	singular	3655
entreaties	plural	13411
firearm	singular	1081
inflections	plural	2057
combine	singular	21069
flirtation	singular	5181
pastimes	plural	4471
cleric	singular	1466
gravels	plural	1527
tuft	singular	8421
chocolates	plural	2370
escapes	plural	16574
girth	singular	4719
lamentation	singular	8056
conservatory	singular	7476
niceties	plural	1937
remittance	singular	1995
cronies	plural	2716
rut	singular	2906
moccasins	plural	6769
apparitions	plural	4791
pistons	plural	1342
puns	plural	2156
cyclones	plural	1456
embellishment	singular	2760
fishers	plural	3836
mercies	plural	9905
streamers	plural	4113
reproaches	plural	13416
incantations	plural	4262
rivets	plural	2434
mower	singular	2291
laces	plural	6496
puddles	plural	2155
moorings	plural	4349
sportsmen	plural	6210
manors	plural	4294
leper	singular	5347
buttresses	plural	4885
phantoms	plural	6968
pretension	singular	6285
sportsman	singular	11475
philanthropist	singular	5224
convulsion	singular	5867
premonition	singular	3225
eccentricities	plural	4730
indenture	singular	1488
projectiles	plural	3470
alligator	singular	6793
mesa	singular	6323
similes	plural	2693
scallops	plural	1269
exhalation	singular	1476
pulsation	singular	2078
subterfuge	singular	3408
concubine	singular	2626
hares	plural	7939
eclipses	plural	3791
lavas	plural	1442
saucers	plural	4193
creole	singular	5373
knocks	plural	8448
panther	singular	11664
compensations	plural	2692
perfections	plural	5900
walkers	plural	1899
cub	singular	8923
checkers	plural	1907
muffins	plural	3046
stratagem	singular	9665
entertainer	singular	2110
testimonials	plural	2804
cadences	plural	2381
wardens	plural	3885
casks	plural	9614
barricade	singular	7823
candies	plural	1985
expedient	singular	25506
caliph	singular	11601
vampires	plural	1193
aprons	plural	4216
oddity	singular	2547
blouses	plural	2100
globes	plural	5781
vapours	plural	7657
jerks	plural	3196
migrant	singular	4092
orifices	plural	1609
perforations	plural	1429
aeroplanes	plural	5767
privations	plural	8709
possessors	plural	5249
staves	plural	5999
florins	plural	7584
speculator	singular	3028
serf	singular	4184
chandeliers	plural	2170
flint	singular	29098
survivals	plural	2453
pheasant	singular	6896
potion	singular	3338
concubines	plural	2667
bystander	singular	2098
spinner	singular	2023
herders	plural	1474
wraps	plural	6747
sardines	plural	2805
scion	singular	4094
moors	plural	25506
vulture	singular	7584
gales	plural	7818
lair	singular	7214
masque	singular	3978
glosses	plural	1206
rosettes	plural	2034
globules	plural	2543
daisies	plural	6958
fads	plural	1367
fait	singular	8765
bunks	plural	3948
propellers	plural	3094
scavengers	plural	1491
televisions	plural	2765
mes	plural	7806
trinkets	plural	6078
sprigs	plural	2556
eyeballs	plural	3102
guises	plural	2400
wretches	plural	15119
despatches	plural	13044
premisses	plural	2100
splints	plural	2068
payer	singular	1330
astrologers	plural	2797
scorpion	singular	5394
disguises	plural	4624
cuckoo	singular	12395
colonels	plural	5466
fairy	singular	73819
cantons	plural	4167
couches	plural	4483
barrow	singular	10908
agitator	singular	2206
astrologer	singular	4555
navigators	plural	4793
nightingale	singular	18255
myriads	plural	10268
footpath	singular	4401
accusers	plural	4068
litters	plural	2416
caresses	plural	10065
resumes	plural	3443
emoluments	plural	3161
playmates	plural	3861
chandelier	singular	3205
socialist	singular	19000
golfers	plural	1105
tulips	plural	3320
bullocks	plural	5977
bastions	plural	3566
gorges	plural	6312
nicknames	plural	1926
pinion	singular	3246
cavalier	singular	16090
sorcerers	plural	3540
specks	plural	5507
stirrups	plural	5251
headland	singular	7800
spinners	plural	1756
eunuchs	plural	4843
shin	singular	4727
epigram	singular	6592
commando	singular	1975
rubies	plural	7565
rogues	plural	9955
shearing	singular	3603
revolvers	plural	7807
loophole	singular	2804
receptacles	plural	3090
shawls	plural	6362
tendrils	plural	4693
foils	plural	1609
cockroaches	plural	2438
poplar	singular	9220
penguins	plural	1917
prow	singular	7783
baboon	singular	2749
rattlesnake	singular	5733
pumpkin	singular	6178
stirrup	singular	7594
